Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank0,"[0, 1, 2, 3, 4, 5]",27.1318319682323
2,VAE,4,3.3268322708392426,0.0,3.3268322708392426,1_57_1280_720_rank4,"[6, 7, 8, 9]",27.1318319682323
1,VAE,2,8.46975271951898,0.0,8.46975271951898,1_85_1280_720_rank2,"[10, 11]",27.1318319682323
0,DIT,8,22.10546191533579,5.02637005289651,27.1318319682323,1_129_1280_720_rank0,"[12, 13, 14, 15, 6, 7, 8, 9]",27.1318319682323
2,DIT,2,21.6898837344747,5.02637005289651,26.716253787371212,1_57_1280_720_rank4,"[0, 1]",27.1318319682323
1,DIT,6,13.893571983648087,8.46975271951898,22.363324703167066,1_85_1280_720_rank2,"[2, 3, 4, 5, 10, 11]",27.1318319682323
3,VAE,6,1.142312255235771,22.363324703167066,23.50563695840284,1_25_1280_720_rank6,"[2, 3, 4, 5, 10, 11]",27.1318319682323
3,DIT,6,2.494646691011379,23.50563695840284,26.000283649414218,1_25_1280_720_rank6,"[2, 3, 4, 5, 10, 11]",27.1318319682323
