Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
2,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank2,"[24, 25, 26, 27, 28, 29]",44.766979127131535
0,VAE,1,18.34486162615413,0.0,18.34486162615413,2_69_1280_720_rank0,[12],44.766979127131535
1,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank1,"[8, 9, 10, 11]",44.766979127131535
2,DIT,6,29.349413490625054,5.02637005289651,34.375783543521564,1_129_1280_720_rank2,"[24, 25, 26, 27, 28, 29]",44.766979127131535
7,VAE,8,6.180413265787135,0.0,6.180413265787135,1_129_1280_720_rank7,"[16, 17, 18, 19, 20, 21, 22, 23]",44.766979127131535
4,VAE,12,6.250179990988356,0.0,6.250179990988356,1_129_1280_720_rank4,"[0, 1, 2, 3, 4, 5, 6, 7, 14, 15, 30, 31]",44.766979127131535
6,VAE,1,15.14280567997969,0.0,15.14280567997969,1_81_1280_720_rank6,[13],44.766979127131535
1,DIT,8,22.10546191533579,7.600948628291923,29.706410543627715,1_129_1280_720_rank1,"[16, 17, 18, 19, 20, 21, 22, 23]",44.766979127131535
4,DIT,8,22.10546191533579,6.250179990988356,28.35564190632415,1_129_1280_720_rank4,"[0, 1, 2, 3, 4, 5, 6, 7]",44.766979127131535
7,DIT,8,24.959514146118536,7.600948628291923,32.56046277441046,1_129_1280_720_rank7,"[8, 9, 10, 11, 14, 15, 30, 31]",44.766979127131535
0,DIT,8,14.936775982593868,28.35564190632415,43.29241788891802,2_69_1280_720_rank0,"[0, 1, 2, 3, 4, 5, 6, 7]",44.766979127131535
3,VAE,6,3.489011811694848,29.706410543627715,33.19542235532256,1_77_1280_720_rank3,"[18, 19, 20, 21, 22, 23]",44.766979127131535
5,VAE,8,3.3014715895268836,32.56046277441046,35.861934363937344,1_77_1280_720_rank5,"[8, 9, 10, 11, 12, 13, 14, 15]",44.766979127131535
6,DIT,8,9.808125886684842,33.19542235532256,43.003548242007405,1_81_1280_720_rank6,"[16, 17, 18, 19, 20, 21, 22, 23]",44.766979127131535
3,DIT,8,8.90504476319419,34.375783543521564,43.280828306715755,1_77_1280_720_rank3,"[24, 25, 26, 27, 28, 29, 30, 31]",44.766979127131535
5,DIT,8,8.90504476319419,35.861934363937344,44.766979127131535,1_77_1280_720_rank5,"[8, 9, 10, 11, 12, 13, 14, 15]",44.766979127131535
