Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
5,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank5,"[28, 29, 30, 31]",49.23729388356809
2,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank2,"[24, 25, 26, 27]",49.23729388356809
4,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank4,"[8, 9, 10, 11]",49.23729388356809
6,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank6,"[12, 13, 14, 15]",49.23729388356809
5,DIT,6,29.349413490625047,7.600948628291923,36.95036211891697,1_129_1280_720_rank5,"[24, 25, 26, 27, 28, 29]",49.23729388356809
0,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank0,"[0, 1, 2, 3, 4, 5]",49.23729388356809
1,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank1,"[18, 19, 20, 21, 22, 23]",49.23729388356809
0,DIT,8,22.10546191533579,5.02637005289651,27.1318319682323,1_129_1280_720_rank0,"[0, 1, 2, 3, 4, 5, 6, 7]",49.23729388356809
1,DIT,8,22.10546191533579,5.02637005289651,27.1318319682323,1_129_1280_720_rank1,"[16, 17, 18, 19, 20, 21, 22, 23]",49.23729388356809
2,DIT,8,22.10546191533579,7.600948628291923,29.706410543627715,1_129_1280_720_rank2,"[8, 9, 10, 11, 12, 13, 14, 15]",49.23729388356809
4,DIT,8,22.10546191533579,27.1318319682323,49.23729388356809,1_129_1280_720_rank4,"[0, 1, 2, 3, 4, 5, 6, 7]",49.23729388356809
6,DIT,8,22.10546191533579,27.1318319682323,49.23729388356809,1_129_1280_720_rank6,"[16, 17, 18, 19, 20, 21, 22, 23]",49.23729388356809
7,VAE,4,5.501945631275337,29.706410543627715,35.20835617490305,1_93_1280_720_rank7,"[8, 9, 10, 11]",49.23729388356809
3,VAE,4,4.76897151955129,29.706410543627715,34.475382063179005,1_81_1280_720_rank3,"[12, 13, 14, 15]",49.23729388356809
7,DIT,8,12.256150672102805,35.20835617490305,47.46450684700586,1_93_1280_720_rank7,"[8, 9, 10, 11, 12, 13, 14, 15]",49.23729388356809
3,DIT,8,9.808125886684842,36.95036211891697,46.75848800560181,1_81_1280_720_rank3,"[24, 25, 26, 27, 28, 29, 30, 31]",49.23729388356809
