Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,4,4.30903501475843,0.0,4.30903501475843,1_73_1280_720_rank0,"[0, 1, 2, 3]",49.83506926710293
0,DIT,4,16.949325537859746,4.30903501475843,21.258360552618175,1_73_1280_720_rank0,"[0, 1, 2, 3]",49.83506926710293
1,VAE,4,5.141162644331882,0.0,5.141162644331882,2_61_1280_720_rank1,"[4, 5, 6, 7]",49.83506926710293
1,DIT,4,29.808050420311016,5.141162644331882,34.9492130646429,2_61_1280_720_rank1,"[4, 5, 6, 7]",49.83506926710293
2,VAE,4,1.5114933432004214,0.0,1.5114933432004214,6_9_1280_720_rank2,"[8, 9, 10, 11]",49.83506926710293
2,DIT,4,5.741480882871867,1.5114933432004214,7.252974226072289,6_9_1280_720_rank2,"[8, 9, 10, 11]",49.83506926710293
3,VAE,4,3.8046450096097564,0.0,3.8046450096097564,2_45_1280_720_rank3,"[12, 13, 14, 15]",49.83506926710293
3,DIT,4,14.897159111114771,3.8046450096097564,18.70180412072453,2_45_1280_720_rank3,"[12, 13, 14, 15]",49.83506926710293
4,VAE,4,7.192426888800076,0.0,7.192426888800076,1_121_1280_720_rank4,"[16, 17, 18, 19]",49.83506926710293
4,DIT,4,42.64264237830285,7.192426888800076,49.83506926710293,1_121_1280_720_rank4,"[16, 17, 18, 19]",49.83506926710293
5,VAE,4,3.347611434860053,0.0,3.347611434860053,5_21_1280_720_rank5,"[20, 21, 22, 23]",49.83506926710293
5,DIT,4,17.83834846356112,3.347611434860053,21.18595989842117,5_21_1280_720_rank5,"[20, 21, 22, 23]",49.83506926710293
6,VAE,4,6.060286584634372,0.0,6.060286584634372,1_101_1280_720_rank6,"[24, 25, 26, 27]",49.83506926710293
6,DIT,4,28.85402736930175,6.060286584634372,34.91431395393612,1_101_1280_720_rank6,"[24, 25, 26, 27]",49.83506926710293
7,VAE,4,5.305202461724728,0.0,5.305202461724728,1_89_1280_720_rank7,"[28, 29, 30, 31]",49.83506926710293
7,DIT,4,22.368432370756523,5.305202461724728,27.673634832481252,1_89_1280_720_rank7,"[28, 29, 30, 31]",49.83506926710293
