Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
2,VAE,4,5.235608729457025,0.0,5.235608729457025,3_45_1280_720_rank2,"[0, 1, 2, 3]",32.55435318959653
5,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank5,"[4, 5, 6, 7]",32.55435318959653
3,VAE,4,7.600948628291923,0.0,7.600948628291923,1_129_1280_720_rank3,"[8, 9, 10, 11]",32.55435318959653
0,VAE,8,6.180413265787135,0.0,6.180413265787135,1_129_1280_720_rank0,"[12, 13, 14, 15, 16, 17, 18, 19]",32.55435318959653
0,DIT,8,22.10546191533579,6.180413265787135,28.285875181122925,1_129_1280_720_rank0,"[12, 13, 14, 15, 16, 17, 18, 19]",32.55435318959653
5,DIT,8,22.10546191533579,7.600948628291923,29.706410543627715,1_129_1280_720_rank5,"[4, 5, 6, 7, 20, 21, 22, 23]",32.55435318959653
7,VAE,8,4.58489547210793,0.0,4.58489547210793,1_109_1280_720_rank7,"[24, 25, 26, 27, 28, 29, 30, 31]",32.55435318959653
1,VAE,12,5.453688473714826,0.0,5.453688473714826,1_129_1280_720_rank1,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",32.55435318959653
1,DIT,12,18.49795097928423,5.453688473714826,23.951639452999057,1_129_1280_720_rank1,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",32.55435318959653
2,DIT,6,18.46812998307965,5.235608729457025,23.703738712536673,3_45_1280_720_rank2,"[0, 1, 2, 3, 44, 45]",32.55435318959653
6,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank6,"[46, 47, 48, 49, 50, 51]",32.55435318959653
4,VAE,12,6.518722184110388,0.0,6.518722184110388,1_121_1280_720_rank4,"[52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",32.55435318959653
4,DIT,6,26.035631005486145,6.518722184110388,32.55435318959653,1_121_1280_720_rank4,"[52, 53, 54, 55, 56, 57]",32.55435318959653
3,DIT,24,9.098544475319407,7.600948628291923,16.69949310361133,1_129_1280_720_rank3,"[8, 9, 10, 11, 24, 25, 26, 27, 28, 29, 30, 31, 46, 47, 48, 49, 50, 51, 58, 59, 60, 61, 62, 63]",32.55435318959653
6,DIT,24,9.098544475319407,16.69949310361133,25.79803757893074,1_129_1280_720_rank6,"[46, 47, 48, 49, 50, 51, 8, 9, 10, 11, 24, 25, 26, 27, 28, 29, 30, 31, 58, 59, 60, 61, 62, 63]",32.55435318959653
7,DIT,24,6.603028282916319,25.79803757893074,32.40106586184706,1_109_1280_720_rank7,"[24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 44, 45, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",32.55435318959653
