Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,2,2.007364732165884,0.0,2.007364732165884,6_9_1280_720_rank0,"[0, 1]",41.31406717111025
0,DIT,2,13.398656469980692,2.007364732165884,15.406021202146576,6_9_1280_720_rank0,"[0, 1]",41.31406717111025
1,VAE,4,6.180967638332008,0.0,6.180967638332008,1_105_1280_720_rank1,"[2, 3, 4, 5]",41.31406717111025
1,DIT,4,30.761501963322846,6.180967638332008,36.94246960165486,1_105_1280_720_rank1,"[2, 3, 4, 5]",41.31406717111025
2,VAE,4,6.497566276632618,0.0,6.497566276632618,1_109_1280_720_rank2,"[6, 7, 8, 9]",41.31406717111025
2,DIT,4,34.148493342410255,6.497566276632618,40.64605961904287,1_109_1280_720_rank2,"[6, 7, 8, 9]",41.31406717111025
3,VAE,4,4.151554947954142,0.0,4.151554947954142,2_49_1280_720_rank3,"[10, 11, 12, 13]",41.31406717111025
3,DIT,4,16.95012196750747,4.151554947954142,21.101676915461614,2_49_1280_720_rank3,"[10, 11, 12, 13]",41.31406717111025
4,VAE,4,5.141162644331882,0.0,5.141162644331882,2_61_1280_720_rank4,"[14, 15, 16, 17]",41.31406717111025
4,DIT,4,29.808050420311016,5.141162644331882,34.9492130646429,2_61_1280_720_rank4,"[14, 15, 16, 17]",41.31406717111025
5,VAE,4,4.564325911449568,0.0,4.564325911449568,2_53_1280_720_rank5,"[18, 19, 20, 21]",41.31406717111025
5,DIT,4,21.45863950456748,4.564325911449568,26.022965416017048,2_53_1280_720_rank5,"[18, 19, 20, 21]",41.31406717111025
6,VAE,4,4.404111717768593,0.0,4.404111717768593,3_37_1280_720_rank6,"[22, 23, 24, 25]",41.31406717111025
6,DIT,4,20.302849204625375,4.404111717768593,24.706960922393968,3_37_1280_720_rank6,"[22, 23, 24, 25]",41.31406717111025
7,VAE,4,4.650199571027791,0.0,4.650199571027791,1_77_1280_720_rank7,"[26, 27, 28, 29]",41.31406717111025
7,DIT,4,18.739981846011315,4.650199571027791,23.390181417039106,1_77_1280_720_rank7,"[26, 27, 28, 29]",41.31406717111025
8,VAE,6,10.801845503784204,0.0,10.801845503784204,1_121_1280_720_rank8,"[30, 31, 32, 33, 34, 35]",41.31406717111025
8,DIT,6,26.035631005486145,10.801845503784204,36.837476509270346,1_121_1280_720_rank8,"[30, 31, 32, 33, 34, 35]",41.31406717111025
9,VAE,4,4.344615827773153,0.0,4.344615827773153,4_33_1280_720_rank9,"[36, 37, 38, 39]",41.31406717111025
9,DIT,4,27.198993577564668,4.344615827773153,31.543609405337822,4_33_1280_720_rank9,"[36, 37, 38, 39]",41.31406717111025
10,VAE,4,3.347611434860053,0.0,3.347611434860053,5_21_1280_720_rank10,"[40, 41, 42, 43]",41.31406717111025
10,DIT,4,17.83834846356112,3.347611434860053,21.18595989842117,5_21_1280_720_rank10,"[40, 41, 42, 43]",41.31406717111025
11,VAE,6,5.02637005289651,0.0,5.02637005289651,1_129_1280_720_rank11,"[44, 45, 46, 47, 48, 49]",41.31406717111025
11,DIT,6,29.34941349062505,5.02637005289651,34.375783543521564,1_129_1280_720_rank11,"[44, 45, 46, 47, 48, 49]",41.31406717111025
12,VAE,4,5.765662555708762,0.0,5.765662555708762,1_97_1280_720_rank12,"[50, 51, 52, 53]",41.31406717111025
12,DIT,4,26.29581699162521,5.765662555708762,32.061479547333974,1_97_1280_720_rank12,"[50, 51, 52, 53]",41.31406717111025
13,VAE,4,3.3689455527582703,0.0,3.3689455527582703,6_17_1280_720_rank13,"[54, 55, 56, 57]",41.31406717111025
13,DIT,4,13.896630798589243,3.3689455527582703,17.265576351347512,6_17_1280_720_rank13,"[54, 55, 56, 57]",41.31406717111025
14,VAE,2,7.311163501069508,0.0,7.311163501069508,1_73_1280_720_rank14,"[58, 59]",41.31406717111025
14,DIT,2,34.002903670040745,7.311163501069508,41.31406717111025,1_73_1280_720_rank14,"[58, 59]",41.31406717111025
15,VAE,4,5.305202461724728,0.0,5.305202461724728,1_89_1280_720_rank15,"[60, 61, 62, 63]",41.31406717111025
15,DIT,4,22.368432370756523,5.305202461724728,27.673634832481252,1_89_1280_720_rank15,"[60, 61, 62, 63]",41.31406717111025
