Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
2,VAE,6,3.4890118116948514,0.0,3.4890118116948514,1_77_1280_720_rank4,"[0, 1, 2, 3, 4, 5]",20.39810512494562
3,VAE,6,3.643205951860144,0.0,3.643205951860144,1_89_1280_720_rank6,"[8, 9, 10, 11, 12, 13]",20.39810512494562
2,DIT,6,11.866994758050977,3.4890118116948514,15.356006569745828,1_77_1280_720_rank4,"[0, 1, 2, 3, 4, 5]",20.39810512494562
3,DIT,8,11.288741483762212,3.643205951860144,14.931947435622357,1_89_1280_720_rank6,"[8, 9, 10, 11, 12, 13, 14, 15]",20.39810512494562
0,VAE,2,5.569319189489978,0.0,5.569319189489978,1_57_1280_720_rank0,"[6, 7]",20.39810512494562
1,VAE,2,4.279138960119507,5.569319189489978,9.848458149609485,1_45_1280_720_rank2,"[6, 7]",20.39810512494562
0,DIT,8,5.466157689323262,14.931947435622357,20.39810512494562,1_57_1280_720_rank0,"[8, 9, 10, 11, 12, 13, 14, 15]",20.39810512494562
1,DIT,8,3.806108112783809,15.356006569745828,19.162114682529637,1_45_1280_720_rank2,"[0, 1, 2, 3, 4, 5, 6, 7]",20.39810512494562
