Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
3,VAE,4,7.192426888800076,0.0,7.192426888800076,1_121_1280_720_rank6,"[8, 9, 10, 11]",32.58385286947899
0,VAE,2,7.453803906906152,0.0,7.453803906906152,2_53_1280_720_rank0,"[0, 1]",32.58385286947899
1,VAE,6,3.720308070166298,0.0,3.720308070166298,1_93_1280_720_rank2,"[2, 3, 4, 5, 6, 7]",32.58385286947899
3,DIT,8,19.335673790470395,7.192426888800076,26.528100679270473,1_121_1280_720_rank6,"[8, 9, 10, 11, 12, 13, 14, 15]",32.58385286947899
1,DIT,6,16.224268591894308,3.720308070166298,19.944576662060605,1_93_1280_720_rank2,"[2, 3, 4, 5, 6, 7]",32.58385286947899
0,DIT,6,12.636624673445475,19.944576662060605,32.58120133550608,2_53_1280_720_rank0,"[0, 1, 2, 3, 4, 5]",32.58385286947899
2,VAE,2,4.876653418235854,19.944576662060605,24.82123008029646,6_17_1280_720_rank4,"[6, 7]",32.58385286947899
2,DIT,8,6.055752190208516,26.528100679270473,32.58385286947899,6_17_1280_720_rank4,"[8, 9, 10, 11, 12, 13, 14, 15]",32.58385286947899
