Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,4,5.141162644331882,0.0,5.141162644331882,2_61_1280_720_rank0,"[0, 1, 2, 3]",54.026777695718
0,DIT,4,29.808050420311016,5.141162644331882,34.9492130646429,2_61_1280_720_rank0,"[0, 1, 2, 3]",54.026777695718
1,VAE,4,0.9905583567113893,0.0,0.9905583567113893,6_5_1280_720_rank2,"[4, 5, 6, 7]",54.026777695718
1,DIT,4,3.7256534643039205,0.9905583567113893,4.7162118210153094,6_5_1280_720_rank2,"[4, 5, 6, 7]",54.026777695718
2,VAE,4,5.023241762877242,0.0,5.023241762877242,1_85_1280_720_rank4,"[8, 9, 10, 11]",54.026777695718
2,DIT,4,20.733981833809796,5.023241762877242,25.757223596687037,1_85_1280_720_rank4,"[8, 9, 10, 11]",54.026777695718
3,VAE,4,7.474179823975686,0.0,7.474179823975686,1_125_1280_720_rank6,"[12, 13, 14, 15]",54.026777695718
3,DIT,4,46.552597871742314,7.474179823975686,54.026777695718,1_125_1280_720_rank6,"[12, 13, 14, 15]",54.026777695718
