Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
7,VAE,2,12.80193843427322,0.0,12.80193843427322,1_129_1280_720_rank7,"[0, 1]",57.98037528191175
0,VAE,8,7.486866482593922,0.0,7.486866482593922,1_129_1280_720_rank0,"[7, 8, 16, 24, 25, 26, 27, 28]",57.98037528191175
3,VAE,8,6.804037274036405,0.0,6.804037274036405,1_129_1280_720_rank3,"[6, 15, 20, 21, 22, 29, 30, 31]",57.98037528191175
4,VAE,6,5.533547308612306,0.0,5.533547308612306,1_129_1280_720_rank4,"[2, 9, 10, 17, 18, 19]",57.98037528191175
1,VAE,2,10.73120179235807,0.0,10.73120179235807,1_109_1280_720_rank1,"[3, 4]",57.98037528191175
2,VAE,12,4.53489204878519,5.533547308612306,10.068439357397496,1_109_1280_720_rank2,"[2, 5, 9, 10, 11, 12, 13, 14, 17, 18, 19, 23]",57.98037528191175
0,DIT,8,24.335975664336292,7.486866482593922,31.822842146930213,1_129_1280_720_rank0,"[7, 15, 20, 21, 22, 28, 29, 30]",57.98037528191175
3,DIT,8,26.778248440495812,7.486866482593922,34.26511492308973,1_129_1280_720_rank3,"[6, 8, 16, 24, 25, 26, 27, 31]",57.98037528191175
4,DIT,8,24.335975664336296,10.068439357397496,34.40441502173379,1_129_1280_720_rank4,"[2, 5, 9, 10, 11, 17, 18, 19]",57.98037528191175
7,DIT,8,26.778248440495815,12.80193843427322,39.58018687476903,1_129_1280_720_rank7,"[0, 1, 3, 4, 12, 13, 14, 23]",57.98037528191175
6,VAE,8,5.199051954115326,31.822842146930213,37.02189410104554,1_113_1280_720_rank6,"[7, 15, 20, 21, 22, 28, 29, 30]",57.98037528191175
2,DIT,6,23.575960260177958,34.40441502173379,57.98037528191175,1_109_1280_720_rank2,"[2, 11, 19, 24, 25, 26]",57.98037528191175
5,VAE,2,9.647001762080713,34.26511492308973,43.912116685170446,1_81_1280_720_rank5,"[6, 8]",57.98037528191175
6,DIT,8,19.025557474893013,37.02189410104554,56.04745157593855,1_113_1280_720_rank6,"[7, 15, 21, 22, 28, 29, 30, 31]",57.98037528191175
1,DIT,8,19.453520696964752,37.02189410104554,56.47541479801029,1_109_1280_720_rank1,"[5, 9, 10, 16, 17, 18, 20, 27]",57.98037528191175
5,DIT,8,11.074460138097635,43.912116685170446,54.98657682326808,1_81_1280_720_rank5,"[3, 4, 6, 8, 12, 13, 14, 23]",57.98037528191175
