Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
6,VAE,2,12.80193843427322,0.0,12.80193843427322,1_129_1280_720_rank6,"[0, 1]",57.11820766715339
1,VAE,6,6.088874620482512,0.0,6.088874620482512,1_129_1280_720_rank1,"[7, 8, 16, 24, 25, 26]",57.11820766715339
2,VAE,4,9.207683220165595,0.0,9.207683220165595,1_129_1280_720_rank2,"[6, 9, 17, 27]",57.11820766715339
1,DIT,6,35.55347040676659,6.088874620482512,41.64234502724911,1_129_1280_720_rank1,"[7, 8, 18, 24, 25, 26]",57.11820766715339
0,VAE,12,6.003983562321288,0.0,6.003983562321288,1_129_1280_720_rank0,"[5, 12, 13, 14, 20, 21, 22, 23, 28, 29, 30, 31]",57.11820766715339
7,VAE,2,12.569141283360038,0.0,12.569141283360038,2_69_1280_720_rank7,"[2, 3]",57.11820766715339
3,VAE,6,5.268466676819575,6.003983562321288,11.272450239140863,1_129_1280_720_rank3,"[5, 12, 20, 21, 28, 29]",57.11820766715339
4,VAE,1,14.843067737382862,0.0,14.843067737382862,2_57_1280_720_rank4,[4],57.11820766715339
0,DIT,8,24.335975664336292,6.003983562321288,30.33995922665758,1_129_1280_720_rank0,"[13, 14, 15, 19, 22, 23, 30, 31]",57.11820766715339
2,DIT,8,24.335975664336292,11.272450239140863,35.608425903477155,1_129_1280_720_rank2,"[5, 12, 16, 17, 20, 27, 28, 29]",57.11820766715339
3,DIT,8,26.778248440495815,12.80193843427322,39.58018687476903,1_129_1280_720_rank3,"[1, 2, 3, 6, 9, 10, 11, 21]",57.11820766715339
6,DIT,8,26.778248440495812,30.33995922665758,57.11820766715339,1_129_1280_720_rank6,"[4, 13, 14, 19, 22, 23, 30, 31]",57.11820766715339
5,VAE,6,4.010817404504202,35.608425903477155,39.61924330798136,1_89_1280_720_rank5,"[5, 12, 20, 27, 28, 29]",57.11820766715339
5,DIT,6,16.604519703496365,39.61924330798136,56.22376301147772,1_89_1280_720_rank5,"[5, 12, 20, 27, 28, 29]",57.11820766715339
7,DIT,8,16.443945763642525,39.58018687476903,56.02413263841156,2_69_1280_720_rank7,"[0, 1, 9, 10, 11, 16, 17, 21]",57.11820766715339
4,DIT,8,13.219086237243552,41.64234502724911,54.86143126449266,2_57_1280_720_rank4,"[6, 7, 8, 15, 18, 24, 25, 26]",57.11820766715339
