Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,2,12.80193843427322,0.0,12.80193843427322,1_129_1280_720_rank0,"[0, 1]",61.4738897629458
5,VAE,4,9.207683220165595,0.0,9.207683220165595,1_129_1280_720_rank5,"[7, 8, 16, 24]",61.4738897629458
7,VAE,2,10.251855436371411,0.0,10.251855436371411,1_101_1280_720_rank7,"[2, 3]",61.4738897629458
2,VAE,8,6.804037274036405,0.0,6.804037274036405,1_129_1280_720_rank2,"[5, 6, 12, 20, 21, 22, 23, 28]",61.4738897629458
3,VAE,6,6.088874620482512,0.0,6.088874620482512,1_129_1280_720_rank3,"[4, 9, 17, 25, 26, 27]",61.4738897629458
4,VAE,6,6.088874620482512,0.0,6.088874620482512,1_129_1280_720_rank4,"[15, 18, 19, 29, 30, 31]",61.4738897629458
6,VAE,6,6.088874620482512,6.088874620482512,12.177749240965024,1_129_1280_720_rank6,"[4, 9, 17, 25, 26, 27]",61.4738897629458
1,VAE,8,5.316159589677223,6.088874620482512,11.405034210159736,2_65_1280_720_rank1,"[13, 14, 15, 18, 19, 29, 30, 31]",61.4738897629458
0,DIT,8,24.335975664336296,12.80193843427322,37.137914098609514,1_129_1280_720_rank0,"[7, 15, 20, 21, 22, 28, 29, 30]",61.4738897629458
2,DIT,8,24.335975664336296,11.405034210159736,35.74100987449603,1_129_1280_720_rank2,"[6, 13, 14, 18, 19, 23, 24, 31]",61.4738897629458
3,DIT,8,26.778248440495812,10.251855436371411,37.03010387686722,1_129_1280_720_rank3,"[2, 3, 5, 8, 10, 11, 12, 16]",61.4738897629458
4,DIT,8,24.335975664336296,12.80193843427322,37.137914098609514,1_129_1280_720_rank4,"[0, 1, 4, 9, 17, 25, 26, 27]",61.4738897629458
5,DIT,8,24.33597566433629,35.74100987449603,60.07698553883232,1_129_1280_720_rank5,"[6, 13, 14, 18, 19, 23, 24, 31]",61.4738897629458
6,DIT,8,24.33597566433629,37.137914098609514,61.4738897629458,1_129_1280_720_rank6,"[7, 15, 20, 21, 22, 28, 29, 30]",61.4738897629458
7,DIT,6,19.880420669401445,37.137914098609514,57.01833476801096,1_101_1280_720_rank7,"[0, 8, 9, 16, 17, 25]",61.4738897629458
1,DIT,6,18.76471716471847,37.03010387686722,55.79482104158569,2_65_1280_720_rank1,"[2, 3, 5, 10, 11, 12]",61.4738897629458
