Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,8,5.047526491872872,0.0,5.047526491872872,1_109_1280_720_rank0,"[4, 5, 6, 7, 12, 20, 28, 29]",46.41453533764973
1,VAE,6,5.268466676819575,0.0,5.268466676819575,1_129_1280_720_rank1,"[0, 8, 16, 17, 24, 25]",46.41453533764973
0,DIT,4,41.36700884577686,5.047526491872872,46.41453533764973,1_109_1280_720_rank0,"[7, 9, 18, 26]",46.41453533764973
3,VAE,1,18.27460277396009,0.0,18.27460277396009,1_97_1280_720_rank3,[1],46.41453533764973
1,DIT,6,32.310865758244205,5.268466676819575,37.579332435063776,1_129_1280_720_rank1,"[6, 15, 23, 28, 29, 30]",46.41453533764973
6,VAE,8,4.8807864583370115,0.0,4.8807864583370115,2_69_1280_720_rank6,"[3, 10, 11, 13, 19, 21, 27, 31]",46.41453533764973
7,VAE,6,4.408328321443802,4.8807864583370115,9.289114779780814,2_69_1280_720_rank7,"[2, 3, 10, 11, 19, 27]",46.41453533764973
2,VAE,1,14.14555054431587,0.0,14.14555054431587,2_53_1280_720_rank2,[14],46.41453533764973
4,VAE,4,4.874177830659821,5.268466676819575,10.142644507479396,1_77_1280_720_rank4,"[0, 8, 16, 24]",46.41453533764973
5,VAE,2,10.260140386186498,4.8807864583370115,15.14092684452351,1_85_1280_720_rank5,"[22, 13]",46.41453533764973
6,DIT,6,24.107352686717032,5.047526491872872,29.154879178589905,2_69_1280_720_rank6,"[4, 5, 12, 20, 21, 31]",46.41453533764973
7,DIT,6,20.859155790309366,9.289114779780814,30.14827057009018,2_69_1280_720_rank7,"[2, 3, 10, 11, 19, 27]",46.41453533764973
4,DIT,4,19.642598702620273,10.142644507479396,29.78524321009967,1_77_1280_720_rank4,"[0, 8, 16, 24]",46.41453533764973
5,DIT,6,16.830479441188785,18.27460277396009,35.105082215148876,1_85_1280_720_rank5,"[1, 13, 14, 17, 22, 25]",46.41453533764973
3,DIT,8,14.219938966628856,30.14827057009018,44.368209536719036,1_97_1280_720_rank3,"[0, 2, 8, 10, 16, 19, 24, 27]",46.41453533764973
2,DIT,8,11.642517848859097,30.14827057009018,41.790788418949276,2_53_1280_720_rank2,"[3, 4, 5, 11, 12, 20, 21, 31]",46.41453533764973
