Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
3,VAE,6,3.510495187619525,0.0,3.510495187619525,3_41_1280_720_rank6,"[0, 1, 2, 3, 4, 5]",19.283390390179374
0,VAE,4,4.404111717768593,0.0,4.404111717768593,3_37_1280_720_rank0,"[8, 9, 10, 11]",19.283390390179374
3,DIT,8,9.807268711721317,3.510495187619525,13.317763899340843,3_41_1280_720_rank6,"[0, 1, 2, 3, 4, 5, 6, 7]",19.283390390179374
2,VAE,4,3.347611434860053,0.0,3.347611434860053,5_21_1280_720_rank4,"[12, 13, 14, 15]",19.283390390179374
0,DIT,8,8.428515982883562,4.404111717768593,12.832627700652155,3_37_1280_720_rank0,"[8, 9, 10, 11, 12, 13, 14, 15]",19.283390390179374
2,DIT,8,6.4507626895272185,12.832627700652155,19.283390390179374,5_21_1280_720_rank4,"[8, 9, 10, 11, 12, 13, 14, 15]",19.283390390179374
1,VAE,6,1.4711703461997594,13.317763899340843,14.788934245540602,6_9_1280_720_rank2,"[0, 1, 2, 3, 4, 5]",19.283390390179374
1,DIT,8,3.1366617168042445,14.788934245540602,17.925595962344847,6_9_1280_720_rank2,"[0, 1, 2, 3, 4, 5, 6, 7]",19.283390390179374
