Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
1,VAE,6,3.1481644299451945,0.0,3.1481644299451945,2_53_1280_720_rank2,"[0, 1, 2, 3, 4, 5]",18.95390057207045
2,VAE,6,2.999765942991592,0.0,2.999765942991592,3_37_1280_720_rank4,"[8, 9, 10, 11, 12, 13]",18.95390057207045
0,VAE,1,5.3193805533125795,0.0,5.3193805533125795,6_13_1280_720_rank0,[6],18.95390057207045
1,DIT,8,9.610906235277525,3.1481644299451945,12.759070665222719,2_53_1280_720_rank2,"[8, 9, 10, 11, 12, 13, 14, 15]",18.95390057207045
3,VAE,6,2.9136502083624185,3.1481644299451945,6.061814638307613,6_17_1280_720_rank6,"[0, 1, 2, 3, 4, 5]",18.95390057207045
2,DIT,8,8.428515982883562,6.061814638307613,14.490330621191175,3_37_1280_720_rank4,"[0, 1, 2, 3, 4, 5, 6, 7]",18.95390057207045
3,DIT,8,6.055752190208519,12.759070665222719,18.81482285543124,6_17_1280_720_rank6,"[8, 9, 10, 11, 12, 13, 14, 15]",18.95390057207045
0,DIT,8,4.463569950879274,14.490330621191175,18.95390057207045,6_13_1280_720_rank0,"[0, 1, 2, 3, 4, 5, 6, 7]",18.95390057207045
